ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	GLOTTOCODE	PAGE	REDUPLICATION	REDUPLICATIONNOTES	SPANISH	PORTUGUESE	SIMPLIFIED	SEMANTICFIELD	SENSORYCATEGORY	CONCEPTICON_GLOSS	CONCEPTICON_ID	SOURCE
1564	Shuar	None	aría	aría	a ɾ í a		shua1257	142	y		gritos de la gallina apresada		captured chicken	Animals	AUDITORY			Pellizaro2005
1565	Shuar	None	árui	árui	á ɾ u i		shua1257	142	y		voz del faisán (aunts) espantado		scared pheasant	Animals	AUDITORY			Pellizaro2005
1566	Shuar	None	áuwia	áuwia	á u u i a		shua1257	151	y		voz del jefe de los monos washi		monkey species	Animals	AUDITORY			Pellizaro2005
1567	Shuar	None	eáa	eáa	ɨ á a		shua1257	157	y		voz del ave sunka, del sapo shanká y de la culebra wánip		bird species, frog species, snake species	Animals	AUDITORY			Pellizaro2005
1568	Shuar	None	ée	ée	ɨ́ ɨ		shua1257	158	y		quejidos, sollozos		moans, sobs	Emotion and values	AUDITORY			Pellizaro2005
1569	Shuar	None	ej	ej	ɨ h		shua1257	158	y		voz del ave seuk		bird species	Animals	AUDITORY			Pellizaro2005
1570	Shuar	None	íi	íi	í i		shua1257	172	y		voz del ave iísip’		bird species	Animals	AUDITORY			Pellizaro2005
1571	Shuar	None	jaá	jaá	h a á		shua1257	219	y		voz de la lemucha (káshai) y de la capibara (unkúmia)		capybara	Animals	AUDITORY			Pellizaro2005
1572	Shuar	None	jaák	jaák	h a á k		shua1257	219	y		voz de la lemucha (káshai) y de la capibara (unkúmia)		capybara	Animals	AUDITORY			Pellizaro2005
1573	Shuar	None	jáar	jáar	h á a ɾ		shua1257	219	y		voz de la lagartija náitiaksumpa		lizard species	Animals	AUDITORY			Pellizaro2005
1574	Shuar	None	jáawiaj	jáawiaj	h á a u i a h		shua1257	220	y		voz del ave tayu		bird species	Animals	AUDITORY			Pellizaro2005
1575	Shuar	None	jaí	jaí	h a í		shua1257	220	y		chillido del perro		dog yelping	Animals	AUDITORY			Pellizaro2005
1576	Shuar	None	jachía	jachía	h a tʃ í a		shua1257	223			estornudo (de las personas)		sneeze	The body	AUDITORY			Pellizaro2005
1577	Shuar	None	jaú	jaú	h a ú	La última vocal de la reduplicación se alarga.	shua1257	224	y		ladrido		bark	Animals	AUDITORY			Pellizaro2005
1578	Shuar	None	jawat	jawat	h a u a t		shua1257	224			pum, de golpe		to strike	Basic actions and technology	AUDITORY			Pellizaro2005
1579	Shuar	None	jée	jée	h ɨ́ ɨ		shua1257	226	y		voz del mono ujúkam		monkey species	Animals	AUDITORY			Pellizaro2005
1580	Shuar	None	jeék	jeék	h ɨ ɨ́ k		shua1257	226	y		voz del sajino yankípik; jadeo		peccary species	Animals	AUDITORY			Pellizaro2005
1581	Shuar	None	jére	jére	h ɨ́ ɾ ɨ		shua1257	227	y		voz del mono jéekam		monkey species	Animals	AUDITORY			Pellizaro2005
1582	Shuar	None	jeste	jeste	h ɨ s t ɨ		shua1257	228			grito ritual para alejar a los malos espíritu emésak, durante la celebración de la tsantsa.		ritual cry	Religion and belief, Speech and language	AUDITORY			Pellizaro2005
1583	Shuar	None	jet	jet	h ɨ t		shua1257	228	y		jadeo		panting	The body	AUDITORY			Pellizaro2005
1584	Shuar	None	jiáa	jiáa	h i á a		shua1257	228	y		voz del ave tseréchink’		bird species	Animals	AUDITORY			Pellizaro2005
1585	Shuar	None	ji	ji	h i		shua1257	228	y		voz del ave tseréchink’		bird species	Animals	AUDITORY			Pellizaro2005
1586	Shuar	None	jíi	jíi	h í i		shua1257	229	y		voz de las aves tsánti y kintiachinki		bird species	Animals	AUDITORY			Pellizaro2005
1587	Shuar	None	jiínchak	jiínchak	h i í n tʃ a k		shua1257	229	y		voz del ave pitsa		bird species	Animals	AUDITORY			Pellizaro2005
1588	Shuar	None	jinchát	jinchát	h i n tʃ á t		shua1257	230	y		voz del trompetero		bird species	Animals	AUDITORY			Pellizaro2005
1589	Shuar	None	juá	juá	h u á		shua1257	231	y		voz de los sapos juátᵘ y tseátᵘ		frog species	Animals	AUDITORY			Pellizaro2005
1590	Shuar	None	juíi	juíi	h u í i		shua1257	232	y		voz del pavo kuyu y del avecilla maitiún		bird species	Animals	AUDITORY			Pellizaro2005
1591	Shuar	None	juíj	juíj	h u í h		shua1257	232			silbido de una flecha, o bala		arrow, bullet	Warfare and hunting	AUDITORY			Pellizaro2005
1592	Shuar	None	jujájái	jujájái	h u h á h á i		shua1257	232			carcajada femenina		woman laughing	Emotion and values	AUDITORY			Pellizaro2005
1593	Shuar	None	jú	jú	h ú		shua1257	232	y		voz de la paloma paúm		bird species	Animals	AUDITORY			Pellizaro2005
1594	Shuar	None	juka	juka	h u k a		shua1257	232			ruido intestinal		intestinal rumbling	The body	AUDITORY			Pellizaro2005
1595	Shuar	None	jum	jum	h u m		shua1257	233	y		rugido (del tigre)		jaguar roar	Animals	AUDITORY			Pellizaro2005
1596	Shuar	None	jú	jú	h ú		shua1257	233	y		rugido (del tigre)		jaguar roar	Animals	AUDITORY			Pellizaro2005
1597	Shuar	None	junkát	junkát	h u ŋ á t		shua1257	233	y		sonido de la flauta		flute	Basic actions and technology	AUDITORY			Pellizaro2005
1598	Shuar	None	juntatát	juntatát	h u n̪ a t á t		shua1257	233	y		gruñido (del sajino bravo)		peccary growling	Animals	AUDITORY			Pellizaro2005
1599	Shuar	None	júntututúk	júntututúk	h ú n̪ u t u t ú k		shua1257	233			gruñido (del sahino al escaparse)		peccary growling	Animals	AUDITORY			Pellizaro2005
1600	Shuar	None	jupa	jupa	h u p a		shua1257	233	y		borbolleo (del agua que hierve)		boiling	Food and drink	AUDITORY			Pellizaro2005
1601	Shuar	None	júruk	júruk	h ú ɾ u k		shua1257	233	y		voz del ave yúkuru		bird species	Animals	AUDITORY			Pellizaro2005
1602	Shuar	None	júrur	júrur	h ú ɾ u ɾ		shua1257	233			rugido (del tigre)		jaguar roar	Animals	AUDITORY			Pellizaro2005
1603	Shuar	None	jérer	jérer	h ɨ́ ɾ ɨ ɾ		shua1257	233			rugido (del tigre)		jaguar roar	Animals	AUDITORY			Pellizaro2005
1604	Shuar	None	júu	júu	h ú u		shua1257	233	y		voz del búho yawá-ampush; voz para alejar las fieras		owl species	Animals	AUDITORY			Pellizaro2005
1605	Shuar	None	júu	júu	h ú u		shua1257	233	y		voz de la tórtola yámpits		bird species	Animals	AUDITORY			Pellizaro2005
1606	Shuar	None	juúk	juúk	h u ú k		shua1257	234	y		voz del paují (mashu)		bird species	Animals	AUDITORY			Pellizaro2005
1607	Shuar	None	káa	káa	k á a		shua1257	235	y		voz del ave de rapiña kaúta		bird species	Animals	AUDITORY			Pellizaro2005
1608	Shuar	None	káaka	káaka	k á a k a		shua1257	235	y		cacareo (de la gallina)		clucking	Animals	AUDITORY			Pellizaro2005
1609	Shuar	None	káak’	káak’	k á a k i̥		shua1257	235			ruido de algo que choca contra las ramas de las plantas		strike against plant branches	Agriculture and vegetation	AUDITORY			Pellizaro2005
1610	Shuar	None	kaakᵘ	kaakᵘ	k a a k u̥		shua1257	235			crujir (del árbol que va a caer)		creaking of tree about to fall	Agriculture and vegetation	AUDITORY			Pellizaro2005
1611	Shuar	None	káar’	káar’	k á a ɾ i̥		shua1257	236	y		voz del ave panka		bird species	Animals	AUDITORY			Pellizaro2005
1612	Shuar	None	káeeee	káeeee	k á ɨ ɨ ɨ ɨ		shua1257	236			crujido (del árbol que cae, o sacudido por el viento)		creaking of tree	Agriculture and vegetation	AUDITORY			Pellizaro2005
1613	Shuar	None	kaech	kaech	k a ɨ tʃ		shua1257	236	y		crujido (de las quinchas, del árbol que cae, o sacudido por el viento)		creaking	Agriculture and vegetation	AUDITORY			Pellizaro2005
1614	Shuar	None	káer	káer	k á ɨ ɾ		shua1257	237			crujido (al caerse un árbol)		creaking of falling tree	Agriculture and vegetation	AUDITORY			Pellizaro2005
1615	Shuar	None	káj	káj	k á h		shua1257	240	y		voz del sapo purusham		frog species	Animals	AUDITORY			Pellizaro2005
1616	Shuar	None	kakayá	kakayá	k a k a i á		shua1257	240			canto del gallo		rooster crow	Animals	AUDITORY			Pellizaro2005
1617	Shuar	None	tatayá	tatayá	t a t a i á		shua1257	240			canto del gallo		rooster crow	Animals	AUDITORY			Pellizaro2005
1618	Shuar	None	kakákak	kakákak	k a k á k a k		shua1257	240	y		voz del sapo kaka y del ave kakárpats		frog species, bird species	Animals	AUDITORY			Pellizaro2005
1619	Shuar	None	kakakák	kakakák	k a k a k á k		shua1257	240	y		voz del oso (bravo)		bear	Animals	AUDITORY			Pellizaro2005
1620	Shuar	None	kakut	kakut	k a k u t		shua1257	241			crac (ruido de quebrar)		break	Basic actions and technology	AUDITORY			Pellizaro2005
1621	Shuar	None	kaku	kaku	k a k u		shua1257	241			crac (ruido de quebrar)		break	Basic actions and technology	AUDITORY			Pellizaro2005
1622	Shuar	None	kámp	kámp	k á m p		shua1257	241	y		voz del ave kamukam		bird species	Animals	AUDITORY			Pellizaro2005
1623	Shuar	None	karáa	karáa	k a ɾ á a		shua1257	247	y		voz del gallo en los peligros		rooster	Animals	AUDITORY			Pellizaro2005
1624	Shuar	None	karáakra	karáakra	k a ɾ á a k ɾ a		shua1257	247	y		voz del sapo karákras		frog species	Animals	AUDITORY			Pellizaro2005
1625	Shuar	None	karayá	karayá	k a ɾ a i á		shua1257	247	y		voz del ave kakárpats		bird species	Animals	AUDITORY			Pellizaro2005
1626	Shuar	None	kakákak	kakákak	k a k á k a k		shua1257	247	y		voz del ave kakárpats		bird species	Animals	AUDITORY			Pellizaro2005
1627	Shuar	None	kar	kar	k a ɾ		shua1257	247	y		voz del sapo takáshᵘ		frog species	Animals	AUDITORY			Pellizaro2005
1628	Shuar	None	káu	káu	k á u		shua1257	250	y		voz del ave aúnts (faisán)		bird species	Animals	AUDITORY			Pellizaro2005
1629	Shuar	None	kéa	kéa	k ɨ́ a		shua1257	252	y		voz del ave kérua		bird species	Animals	AUDITORY			Pellizaro2005
1630	Shuar	None	keás	keás	k ɨ á s		shua1257	252			tac (ruido de caer)		falling	Motion	AUDITORY			Pellizaro2005
1631	Shuar	None	keer tak	keer tak	k ɨ ɨ ɾ + t a k		shua1257	252			voz del ave káawia		bird species	Animals	AUDITORY			Pellizaro2005
1632	Shuar	None	ket	ket	k ɨ t		shua1257	253	y		ruido de masticar		chewing	Food and drink, The body	AUDITORY			Pellizaro2005
1633	Shuar	None	kat	kat	k a t		shua1257	253	y		ruido de masticar		chewing	Food and drink, The body	AUDITORY			Pellizaro2005
1634	Shuar	None	kía	kía	k í a		shua1257	253	y		voz del ave kíruancham		bird species	Animals	AUDITORY			Pellizaro2005
1635	Shuar	None	kíawai	kíawai	k í a u a i		shua1257	253	y		voz del ave wikiúakiua		bird species	Animals	AUDITORY			Pellizaro2005
1636	Shuar	None	kíish	kíish	k í i ʃ	Parece interjección.	shua1257	253			arre, vete, lárgate! (voz para alejar animales)		scaring away animals	Animals	AUDITORY			Pellizaro2005
1637	Shuar	None	es	es	ɨ s		shua1257	253			voz para alejar a los perros		scaring away dogs	Animals	AUDITORY			Pellizaro2005
1638	Shuar	None	shi	shi	ʃ i		shua1257	253			voz para alejar las aves		scaring away brids	Animals	AUDITORY			Pellizaro2005
1639	Shuar	None	juu	juu	h u u		shua1257	253			voz para alejar las fieras		scaring away wild animals	Animals	AUDITORY			Pellizaro2005
1640	Shuar	None	kik	kik	k i k		shua1257	254	y		ruido (de huesos)		bones	The body	AUDITORY			Pellizaro2005
1641	Shuar	None	kíkiur	kíkiur	k í k i u ɾ		shua1257	254	y		ruido (de huesos)		bones	The body	AUDITORY			Pellizaro2005
1642	Shuar	None	kiriáa	kiriáa	k i ɾ i á a		shua1257	254	y		voz del sapo suya		frog species	Animals	AUDITORY			Pellizaro2005
1643	Shuar	None	kiriáakriá	kiriáakriá	k i ɾ i á a k ɾ i á		shua1257	254			voz del sapo kiámp		frog species	Animals	AUDITORY			Pellizaro2005
1644	Shuar	None	kir	kir	k i ɾ		shua1257	255	y		voz del sapito kirísip’		frog species	Animals	AUDITORY			Pellizaro2005
1645	Shuar	None	kirúu	kirúu	k i ɾ ú u		shua1257	255	y		voz del sapo kirúpash		frog species	Animals	AUDITORY			Pellizaro2005
1646	Shuar	None	kju	kju	k h u		shua1257	255	y		tos		cough	The body	AUDITORY			Pellizaro2005
1647	Shuar	None	kuaakuá	kuaakuá	k u a a k u á		shua1257	255	y		voz del sapo puách’		frog species	Animals	AUDITORY			Pellizaro2005
1648	Shuar	None	kuá̠	kuá̠	k u ã́		shua1257	256	y		voz del sapo kua̠		frog species	Animals	AUDITORY			Pellizaro2005
1649	Shuar	None	kuá	kuá	k u á		shua1257	256	y		ruido de rajar, quebrar		cracking sound	Basic actions and technology	AUDITORY			Pellizaro2005
1650	Shuar	None	kuyá	kuyá	k u i á		shua1257	257			grito, lloro (a gritos)		loud crying	Emotion and values	AUDITORY			Pellizaro2005
1651	Shuar	None	kuyánch’	kuyánch’	k u i á n tʃ i̥		shua1257	258	y		voz del ave paínkia-pinínch’		bird species	Animals	AUDITORY			Pellizaro2005
1652	Shuar	None	kuníinch’	kuníinch’	k u n í i n tʃ i̥		shua1257	261	y		voz del ave kantará		bird species	Animals	AUDITORY			Pellizaro2005
1653	Shuar	None	kunkí	kunkí	k u ŋ í		shua1257	262	y		voz del flautero		bird species	Animals	AUDITORY			Pellizaro2005
1654	Shuar	None	kup’	kup’	k u p i̥		shua1257	264			voz del ave yúkupu y kupi		bird species	Animals	AUDITORY			Pellizaro2005
1655	Shuar	None	kuruáa	kuruáa	k u ɾ u á a		shua1257	265	y		ronquidos		snore	The body	AUDITORY			Pellizaro2005
1656	Shuar	None	kuruáat	kuruáat	k u ɾ u á a t		shua1257	265			ronquido (al despertarse improvisamente)		snore	The body	AUDITORY			Pellizaro2005
1657	Shuar	None	kurú-krú	kurú-krú	k u ɾ ú + k ɾ ú		shua1257	265			voz de la guatusa		agouti	Animals	AUDITORY			Pellizaro2005
1658	Shuar	None	kusuí	kusuí	k u s u í		shua1257	266			ruido de escupir		spit	The body	AUDITORY			Pellizaro2005
1659	Shuar	None	kushía	kushía	k u ʃ í a		shua1257	267	y		voz del amich’ y del trompetero chiwia al ser alcanzados		bird species	Animals	AUDITORY			Pellizaro2005
1660	Shuar	None	kucha	kucha	k u tʃ a		shua1257	267	y		ruido de talar		felling a tree	Agriculture and vegetation	AUDITORY			Pellizaro2005
1661	Shuar	None	kúchat	kúchat	k ú tʃ a t		shua1257	267			con un golpe, de improviso		sudden blow	Basic actions and technology	VISUAL, AUDITORY			Pellizaro2005
1662	Shuar	None	úchat’	úchat’	ú tʃ a t i̥		shua1257	267			con un golpe, de improviso		sudden blow	Basic actions and technology	VISUAL, AUDITORY			Pellizaro2005
1663	Shuar	None	kúutaj	kúutaj	k ú u t a h		shua1257	268	y		voz del ave kute		bird species	Animals	AUDITORY			Pellizaro2005
1664	Shuar	None	mia	mia	m i a		shua1257	282	y		voz del gato; berrido		cat	Animals	AUDITORY			Pellizaro2005
1665	Shuar	None	mishi	mishi	m i ʃ i	Parece interjección	shua1257	285			voz para llamar el gato		calling a cat	Animals	AUDITORY			Pellizaro2005
1666	Shuar	None	michak-michak’	michak-michak’	m i tʃ a k + m i tʃ a k i̥		shua1257	285			ruido de la boca al comer		eating	Food and drink, The body	AUDITORY			Pellizaro2005
1667	Shuar	None	míchach níchach	míchach níchach	m í tʃ a tʃ + n í tʃ a tʃ		shua1257	285			ruido de la boca al comer		eating	Food and drink, The body	AUDITORY			Pellizaro2005
1668	Shuar	None	múkaratá	múkaratá	m ú k a ɾ a t á		shua1257	287	y		voz del ave shiík		bird species	Animals	AUDITORY			Pellizaro2005
1669	Shuar	None	muruí	muruí	m u ɾ u í		shua1257	290	y		voz del sapo muruímias		frog species	Animals	AUDITORY			Pellizaro2005
1670	Shuar	None	mutsuk	mutsuk	m u ts u k		shua1257	292	y		voz del sapo tentémpᵘ		frog species	Animals	AUDITORY			Pellizaro2005
1671	Shuar	None	mútur	mútur	m ú t u ɾ		shua1257	292	y		gruñidos, ruido de morder huesos		growl, gnawing bones	Speech and language, Basic actions and technology	AUDITORY			Pellizaro2005
1672	Shuar	None	nantenté	nantenté	n a n̪ ɨ n̪ ɨ́		shua1257	306	y		canto del gallo montés ayáchui		bird species	Animals	AUDITORY			Pellizaro2005
1673	Shuar	None	paa	paa	p a a		shua1257	329			golpe		hit	Basic actions and technology	AUDITORY			Pellizaro2005
1674	Shuar	None	paat	paat	p a a t		shua1257	330			ruido de un golpe		hit	Basic actions and technology	AUDITORY			Pellizaro2005
1675	Shuar	None	pai	pai	p a i		shua1257	331	y		voz del sapo paí; listo listo!		frog species	Animals	AUDITORY			Pellizaro2005
1676	Shuar	None	pake	pake	p a k ɨ		shua1257	332			pum, golpe, de golpe, a golpes		hit	Basic actions and technology	AUDITORY			Pellizaro2005
1677	Shuar	None	paket	paket	p a k ɨ t		shua1257	332			pum, golpe, de golpe, a golpes		hit	Basic actions and technology	AUDITORY			Pellizaro2005
1678	Shuar	None	paker	paker	p a k ɨ ɾ		shua1257	332			pum, golpe, de golpe, a golpes		hit	Basic actions and technology	AUDITORY			Pellizaro2005
1679	Shuar	None	pakérkasa	pakérkasa	p a k ɨ́ ɾ k a s a		shua1257	332			pum, golpe, de golpe, a golpes		hit	Basic actions and technology	AUDITORY			Pellizaro2005
1680	Shuar	None	pak	pak	p a k		shua1257	333	y		hacer palmas, golpear las manos		clap	Basic actions and technology	AUDITORY			Pellizaro2005
1681	Shuar	None	parat	parat	p a ɾ a t		shua1257	337	y		poner uno encima de otro, sobreponer algo		to put on top	Spatial relations	VISUAL			Pellizaro2005
1682	Shuar	None	para	para	p a ɾ a		shua1257	337	y		brincar, saltar encima (de una rama a otra), chocar (sobre las ramas y las hojas)		jump	Motion	VISUAL, AUDITORY			Pellizaro2005
1683	Shuar	None	parátum	parátum	p a ɾ á t u m		shua1257	337			brincar, saltar encima (de una rama a otra), chocar (sobre las ramas y las hojas)		jump	Motion	VISUAL, AUDITORY			Pellizaro2005
1684	Shuar	None	pe	pe	p ɨ		shua1257	340			golpe suave		soft tap	Basic actions and technology	AUDITORY			Pellizaro2005
1685	Shuar	None	pesaa	pesaa	p ɨ s a a		shua1257	344	y		voz del ave wakán’		bird species	Animals	AUDITORY			Pellizaro2005
1686	Shuar	None	pesáa	pesáa	p ɨ s á a		shua1257	344	y		voz del pájaro carpintero tatásham		bird species	Animals	AUDITORY			Pellizaro2005
1687	Shuar	None	pii	pii	p i i		shua1257	345			voz del tapir		tapir	Animals	AUDITORY			Pellizaro2005
1688	Shuar	None	piríis	piríis	p i ɾ í i s		shua1257	348	y		voz del ave pirísit		bird species	Animals	AUDITORY			Pellizaro2005
1689	Shuar	None	pis	pis	p i s		shua1257	349	y		golpe suave (del hacha, del machete y de las teclas de una máquina de escribir)		soft tap with an instrument	Basic actions and technology	AUDITORY			Pellizaro2005
1690	Shuar	None	písur	písur	p í s u ɾ		shua1257	349	y		muchos golpes seguidos		many blows in a row	Basic actions and technology	AUDITORY			Pellizaro2005
1691	Shuar	None	pisurka	pisurka	p i s u ɾ k a		shua1257	349			muchos golpes seguidos		many blows in a row	Basic actions and technology	AUDITORY			Pellizaro2005
1692	Shuar	None	pisúrkasa	pisúrkasa	p i s ú ɾ k a s a		shua1257	349			muchos golpes seguidos		many blows in a row	Basic actions and technology	AUDITORY			Pellizaro2005
1693	Shuar	None	pis tián	pis tián	p i s + t i á n		shua1257	349	y		voz del ave úshap		bird species	Animals	AUDITORY			Pellizaro2005
1694	Shuar	None	píshirir	píshirir	p í ʃ i ɾ i ɾ		shua1257	349	y		voz del mono tséepai		monkey species	Animals	AUDITORY			Pellizaro2005
1695	Shuar	None	pish piii	pish piii	p i ʃ + p i i i		shua1257	349			voz del ave piwi		bird species	Animals	AUDITORY			Pellizaro2005
1696	Shuar	None	pr	pr	p ɾ		shua1257	350	y		voz del ave puúr y del sapo puínt; canción de cuna		bird species	Animals	AUDITORY			Pellizaro2005
1697	Shuar	None	ps	ps	p s		shua1257	350	y		voz del ave tushim		bird species	Animals	AUDITORY			Pellizaro2005
1698	Shuar	None	pta	pta	p t a		shua1257	350			ruido de escupir		spit	The body	AUDITORY			Pellizaro2005
1699	Shuar	None	puj	puj	p u h		shua1257	351			ruido de rajarse, romperse en pedazos (hierros, vasijas…)		cracking, breaking into pieces	Basic actions and technology	AUDITORY			Pellizaro2005
1700	Shuar	None	pújua	pújua	p ú h u a		shua1257	351	y		ruido (fuertes golpes; truenos)		loud noise	Sense perception	AUDITORY			Pellizaro2005
1701	Shuar	None	pujuká	pujuká	p u h u k á		shua1257	351			ruido (fuertes golpes; truenos)		loud noise	Sense perception	AUDITORY			Pellizaro2005
1702	Shuar	None	pujut	pujut	p u h u t		shua1257	351			ruido (fuertes golpes; truenos)		loud noise	Sense perception	AUDITORY			Pellizaro2005
1703	Shuar	None	pujut-téter	pujut-téter	p u h u t + t ɨ́ t ɨ ɾ		shua1257	351			ruido fuerte de un trueno que va alejándose		thunder	The physical world	AUDITORY			Pellizaro2005
1704	Shuar	None	puka	puka	p u k a		shua1257	351	y		borboteo (de una vertiente)		bubbling	The physical world	AUDITORY			Pellizaro2005
1705	Shuar	None	púkar	púkar	p ú k a ɾ		shua1257	351	y		borboteo (de una vertiente)		bubbling	The physical world	AUDITORY			Pellizaro2005
1706	Shuar	None	pukuit	pukuit	p u k u i t		shua1257	352			ruido de escupir		spit	The body	AUDITORY			Pellizaro2005
1707	Shuar	None	pukunt	pukunt	p u k u n̪		shua1257	352			ruido de clavar (en el suelo)		stick into the ground	Basic actions and technology	AUDITORY			Pellizaro2005
1708	Shuar	None	pukut	pukut	p u k u t		shua1257	352			ruído de zampullir		diving	Motion	AUDITORY			Pellizaro2005
1709	Shuar	None	pur	pur	p u ɾ		shua1257	353	y		voz del mono yakum (mono coto)		monkey species	Animals	AUDITORY			Pellizaro2005
1710	Shuar	None	purit	purit	p u ɾ i t		shua1257	354			ruido (de raspar, arrancar, morder, carcomer)		scraping, tearing, biting, gnawing	Basic actions and technology	AUDITORY			Pellizaro2005
1711	Shuar	None	purírkasa	purírkasa	p u ɾ í ɾ k a s a		shua1257	354			ruido (de raspar, arrancar, morder, carcomer)		scraping, tearing, biting, gnawing	Basic actions and technology	AUDITORY			Pellizaro2005
1712	Shuar	None	tsurit	tsurit	ts u ɾ i t		shua1257	354			ruido (de raspar, arrancar, morder, carcomer)		scraping, tearing, biting, gnawing	Basic actions and technology	AUDITORY			Pellizaro2005
1713	Shuar	None	tsurírkasa	tsurírkasa	ts u ɾ í ɾ k a s a		shua1257	354			ruido (de raspar, arrancar, morder, carcomer)		scraping, tearing, biting, gnawing	Basic actions and technology	AUDITORY			Pellizaro2005
1714	Shuar	None	put’	put’	p u t i̥		shua1257	355			ruido de arrancar		to start	Basic actions and technology	AUDITORY			Pellizaro2005
1715	Shuar	None	putit	putit	p u t i t		shua1257	355			ruido de arrancar		to start	Basic actions and technology	AUDITORY			Pellizaro2005
1716	Shuar	None	putir	putir	p u t i ɾ		shua1257	355			ruido de arrancar		to start	Basic actions and technology	AUDITORY			Pellizaro2005
1717	Shuar	None	putitkasa	putitkasa	p u t i t k a s a		shua1257	355			ruido de arrancar		to start	Basic actions and technology	AUDITORY			Pellizaro2005
1718	Shuar	None	pútuk jee	pútuk jee	p ú t u k + h ɨ ɨ		shua1257	355	y		voz del mono ujúkam		monkey species	Animals	AUDITORY			Pellizaro2005
1719	Shuar	None	rak	rak	ɾ a k		shua1257	356			voz de los loros kawá, achu kawá y shámak		parrot species	Animals	AUDITORY			Pellizaro2005
1720	Shuar	None	sáirit	sáirit	s á i ɾ i t		shua1257	358			ruido de rozar con algo		rubbing against something	Basic actions and technology	AUDITORY			Pellizaro2005
1721	Shuar	None	sayat	sayat	s a i a t		shua1257	358			ruido (de arrancarse, o soltarse)		coming loose	Basic actions and technology	AUDITORY			Pellizaro2005
1722	Shuar	None	sárarar	sárarar	s á ɾ a ɾ a ɾ		shua1257	361	y		voz de los pichones buglas hambrientos		bird species	Animals	AUDITORY			Pellizaro2005
1723	Shuar	None	sa	sa	s a		shua1257	362	y		sonido al sacudir el hisopo sasankᵘ; al deslizarse en el agua		bird species	Basic actions and technology	AUDITORY			Pellizaro2005
1724	Shuar	None	see	see	s ɨ ɨ		shua1257	363			zumbido (de los enjambres de avispas, o del batir de alas)		buzzing	Animals	AUDITORY			Pellizaro2005
1725	Shuar	None	seech	seech	s ɨ ɨ tʃ		shua1257	363	y		voz del ave nunkankit y de la culebra secha-napi		bird species, snake species	Animals	AUDITORY			Pellizaro2005
1726	Shuar	None	st	st	s t		shua1257	363	y		voz del ave nunkankit y de la culebra secha-napi		bird species, snake species	Animals	AUDITORY			Pellizaro2005
1727	Shuar	None	seéchak	seéchak	s ɨ ɨ́ tʃ a k		shua1257	363	y		voz del azulejo secha		bird species	Animals	AUDITORY			Pellizaro2005
1728	Shuar	None	se juá	se juá	s ɨ + h u á		shua1257	363	y		voz del ave tsanke (bugla)		bird species	Animals	AUDITORY			Pellizaro2005
1729	Shuar	None	sereán	sereán	s ɨ ɾ ɨ á n		shua1257	365	y		ruido (de motores)		engine	Basic actions and technology	AUDITORY			Pellizaro2005
1730	Shuar	None	suéaa tsku	suéaa tsku	s u ɨ́ a a + ts k u		shua1257	367	y		voz del buho úunt-ampush		owl species	Animals	AUDITORY			Pellizaro2005
1731	Shuar	None	sukánat	sukánat	s u k á n a t		shua1257	367			ronquido, soplo, respiro afanoso		snoring, puffing, strong breathing	The body	AUDITORY			Pellizaro2005
1732	Shuar	None	suká sukat	suká sukat	s u k á + s u k a t		shua1257	367			ronquido, soplo, respiro afanoso		snoring, puffing, strong breathing	The body	AUDITORY			Pellizaro2005
1733	Shuar	None	sunkáa	sunkáa	s u ŋ á a		shua1257	369	y		voz del mono sunkamat		monkey species	Animals	AUDITORY			Pellizaro2005
1734	Shuar	None	sunkararr	sunkararr	s u ŋ a ɾ a ɾ ɾ		shua1257	369	y		voz del ave sunkarkut (bugla)		bird species	Animals	AUDITORY			Pellizaro2005
1735	Shuar	None	súpir	súpir	s ú p i ɾ		shua1257	371			aleteo		flutter	Animals	VISUAL, AUDITORY			Pellizaro2005
1736	Shuar	None	súpas	súpas	s ú p a s		shua1257	371	y		aleteo		flutter	Animals	VISUAL, AUDITORY			Pellizaro2005
1737	Shuar	None	súpas	súpas	s ú p a s		shua1257	371	y		aleteo		flutter	Animals	VISUAL, AUDITORY			Pellizaro2005
1738	Shuar	None	pápaj	pápaj	p á p a h		shua1257	371	y		aleteo		flutter	Animals	VISUAL, AUDITORY			Pellizaro2005
1739	Shuar	None	surúsᵘ	surúsᵘ	s u ɾ ú s u̥		shua1257	372	y		voz del oso hormiguero wishíwshi		anteater	Animals	AUDITORY			Pellizaro2005
1740	Shuar	None	suu	suu	s u u		shua1257	373			soplo		breath	Basic actions and technology	AUDITORY			Pellizaro2005
1741	Shuar	None	suut	suut	s u u t		shua1257	373			soplo		breath	Basic actions and technology	AUDITORY			Pellizaro2005
1742	Shuar	None	súukasa	súukasa	s ú u k a s a		shua1257	373			soplo		breath	Basic actions and technology	AUDITORY			Pellizaro2005
1743	Shuar	None	shaa	shaa	ʃ a a		shua1257	374	y		llanto del bebé; voz del cuervo shanáshnia		baby's cry, bird species	Emotion and values	AUDITORY			Pellizaro2005
1744	Shuar	None	sháak	sháak	ʃ á a k		shua1257	374	y		voz del loro shámak		parrot species	Animals	AUDITORY			Pellizaro2005
