ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	GLOTTOCODE	PAGE	REDUPLICATION	REDUPLICATIONNOTES	SPANISH	PORTUGUESE	SIMPLIFIED	SEMANTICFIELD	SENSORYCATEGORY	CONCEPTICON_GLOSS	CONCEPTICON_ID	SOURCE
2599	Wari	kill	pa'	pa'	p a ʔ	Sound of action	wari1268	417					kill	Warfare and hunting	VISUAL			Everett1997
2959	Wayana	kill	hiwïlïn	hiwïlïn	h i w ɨ ɽ ɨ n	Non-auditory events	waya1269	189					kill	Warfare and hunting	VISUAL			Tavares2005
913	Karo	kill prey and it stays quiet	kahmi	kahmi	k a h m i		karo1305	259			matar una presa y esta se queda en silencio		kill prey	Warfare and hunting, Animals	VISUAL, AUDITORY			Gabas1999
1381	Trio	killing someone	tïp	tïp	t ɨ p		trio1238	412			matar a alguien		killing	Warfare and hunting	VISUAL			Carlin2004
2675	Wari	kiss	xup	xup	tʃ y p	Sound of action	wari1268	420					kiss	The body	AUDITORY			Everett1997
1351	SouthernNambikuara	knife cutting into wood	tik¹	tik¹	t i k ¹		sout2994	78			cuchillo cortando/haciendo un corte en la madera		knife cutting into wood	Basic actions and technology	AUDITORY			Kroeker2001
1350	SouthernNambikuara	knife cutting weeds	ka³lãi³	ka³lãi³	k a ³ l ã i ³		sout2994	78			cuchillo cortando malezas		knife cutting weeds	Agriculture and vegetation	AUDITORY			Kroeker2001
2629	Wari	knock down fruit from tree	ton	ton	t o n	Sound of action	wari1268	418					knock down fruit from tree	Agriculture and vegetation, Food and drink	AUDITORY			Everett1997
1347	SouthernNambikuara	knock on door or pound with hammer	ĩ³to¹to¹	ĩ³to¹to¹	ĩ ³ t o ¹ t o ¹	Verbal stems ligados que simulan el sonido de la acción.	sout2994	77			tocar la puerta o golpear con martillo		knocking or pounding	Basic actions and technology	AUDITORY			Kroeker2001
2900	Yuracare	knocking	tuj	tuj	t u h		yura1255	86					knocking	Basic actions and technology	AUDITORY			vanGijn2006
1176	Sanuma	land on ground	ha plo	ha plo	h a + p l o		sanu1240	228			aterrizar en la tierra		to land	Motion	VISUAL, AUDITORY			Borgman1990
703	Hup	large bird landing	hohopóo	hohopóo	h o h o p óː		hupd1244	723			ave grande aterrizando		big bird landing	Animals	AUDITORY, VISUAL			Epps2008
1508	Tsafiki	large branch/bone snapping	ko	ko	k o		colo1256	186			romperse una rama grande/hueso		large object snapping	Basic actions and technology	AUDITORY			Dickinson2002
2911	Yuracare	large distance	jjj	jjj	hː		yura1255	86					large distance	Motion	VISUAL			vanGijn2006
1426	Tsafiki	laugh	je	je	h e	human emissions (of sound)	colo1256	180	y				laugh	Emotion and values	AUDITORY			Dickinson2002
2621	Wari	laugh	tatam'	tatam'	t a t a mˀ	Sound of action	wari1268	418					laugh	Emotion and values	AUDITORY			Everett1997
1538	UrubuKaapor	laughing	e hi	e hi	e + h i		urub1250	402	y		reír		laughing	Emotion and values	AUDITORY			Kakumasu1986
698	Hup	laughing loudly	hehéʔ	hehéʔ	h e h é ʔ		hupd1244	722			reírse en voz alta		laughing loudly	Emotion and values	AUDITORY			Epps2008
1516	Urarina	laughter	haaha	haaha	h aː h a		urar1246	283	y		risa		laughter	Emotion and values	AUDITORY			Olawsky2006
627	Hixkaryana	laying down	teryay	teryay	t e ɺʲ æ j		hixk1239	191					laying down	Spatial relations	VISUAL			Derbyshire1979
2881	Yucuna	laying down	thúu	thúu	tʰ ú u		yucu1253	37					laying down	Spatial relations	VISUAL			LemusSerrano2020
125	AsheninkaPerene	leaping like a deer	chinte	chinte	tʃ i n t e	Movement. Marcado como non-conventionalized item por la autora.	ashe1272	663			brincar como un venado		leaping	Animals	VISUAL			Mihas2015
126	AsheninkaPerene	leaping like a deer	chintek	chintek	tʃ i n t e k	Movement. Marcado como non-conventionalized item por la autora.	ashe1272	663			brincar como un venado		leaping	Animals	VISUAL			Mihas2015
140	AsheninkaPerene	leaping like a frog	tapo	tapo	t a p o	Movement	ashe1272	664	y		brincar como una rana		leaping	Animals	VISUAL			Mihas2015
1326	Saramaccan	left without a single thing	tjúlúlúú	tjúlúlúú	tʃ ú l ú l úː		sara1340	LINK			quedarse sin nada		left with nothing	OTHER	?			SIL2003
1263	Saramaccan	lethargic or not feeling well	gudjuu	gudjuu	g u dʒ uː		sara1340	LINK			estar aletargado o no sentirse bien		lethargic, unwell	Emotion and values	INTERNAL STATE			SIL2003
1283	Saramaccan	lethargic, sickly or depressed	kö́njö́ö́n	kö́njö́ö́n	k ɔ́ ɲ ɔ́ː n		sara1340	LINK			aletargado, enfermo o deprimido		lethargic, sickly, depressed	Emotion and values	INTERNAL STATE			SIL2003
909	Karo	lick	érom	érom	é ɾ o m		karo1305	259			lamer		lick	The body	VISUAL, AUDITORY			Gabas1999
1460	Tsafiki	lick	milan	milan	m i l ã	manner of movement	colo1256	181			lamer		lick	The body	VISUAL, AUDITORY			Dickinson2002
2662	Wari	lick, suck	xicot	xicot	tʃ i k o t	Sound of action	wari1268	419					lick, suck	Basic actions and technology	AUDITORY			Everett1997
583	Hixkaryana	licking with tongue	besmesme	besmesme	b e s m e s m e		hixk1239	190			lamer con la lengua		to lick	The body	GUSTATORY			Derbyshire1979
1550	Waiwai	lie on ground	pukno	pukno	ɸ u k n o		waiw1244	215			yacer en el suelo		lie on ground	Spatial relations	VISUAL			Hawkins1998
82	Apalai	lifted up	woe	woe	w o e		apal1257	126			levantado		to lift up	Motion	VISUAL			Koehn1986
908	Karo	light (paper, fire)	curuŋ	curuŋ	c u ɾ u ŋ		karo1305	259			encender (papel, fuego)		to light	Basic actions and technology	AUDITORY			Gabas1999
2580	Wari	light a fire by blowing on it	hu	hu	h y	Sound of action	wari1268	417					light a fire by blowing on it	Basic actions and technology	AUDITORY			Everett1997
903	Karo	light match	caraŋ	caraŋ	c a ɾ a ŋ		karo1305	259			encender un fósforo		light a match	Basic actions and technology	AUDITORY			Gabas1999
153	AsheninkaPerene	light object falling	motek	motek	m o t e k	Falling	ashe1272	664			caída de un objeto liviano		light object falling	Motion	AUDITORY, VISUAL			Mihas2015
162	AsheninkaPerene	light object falling in water	tsapok	tsapok	tsʰ a p o k	Falling	ashe1272	664			caída de un objeto liviano en el agua		light object falling in water	Motion	AUDITORY, VISUAL			Mihas2015
1480	Tsafiki	light wind in trees	biri	biri	b i ɾ i	mixture of sound and overall gestalt	colo1256	182	y		viento ligero en los árboles		light wind in trees	Agriculture and vegetation, The physical world	AUDITORY			Dickinson2002
318	Aukan	lightning flash	kélénn	kélénn	k é l é n n		ndyu1242	695			relámpago		lightning	The physical world	VISUAL			Huttar1994
329	Aukan	limp and rope-like	lákaa	lákaa	l á k a a		ndyu1242	695			flácido y con forma de cuerda		limp, rope-like	Spatial relations	VISUAL			Huttar1994
1294	Saramaccan	limp or without backbone	lökpöö	lökpöö	l ɔ kp ɔː		sara1340	LINK			flácido o sin resistencia		limp	Sense perception	TACTILE			SIL2003
135	AsheninkaPerene	limping	shetak	shetak	ʃ e t a k	Movement	ashe1272	663	y		cojear		limping	Motion	VISUAL			Mihas2015
1296	Saramaccan	locomotion of jaguar, dog, etc.	luwá	luwá	l u w á		sara1340	LINK	y		movimiento del jaguar, perro, etc.		jaguar or dog moving	Animals	VISUAL, AUDITORY			SIL2003
2890	Yuracare	long (clothing)	sho	sho	ʃ o	Physical characteristics	yura1255	226					long clothing	Clothing and grooming	VISUAL			vanGijn2006
2891	Yuracare	long (hair)	lü	lü	l ɨ	Physical characteristics	yura1255	226					long hair	The body	VISUAL			vanGijn2006
2698	Wari	long bamboo flute	huroroin	huroroin	h y ɾ o ɾ o i n	Sonido de animal u objeto	wari1268	420					long bamboo flute	Basic actions and technology	AUDITORY			Everett1997
939	Karo	look	mõm	mõm	m õ m		karo1305	260			mirar		look	Sense perception	INTERNAL STATE			Gabas1999
1214	Saramaccan	looking dumb	duun	duun	d uː n		sara1340	LINK			parecer tonto, quedar como tonto		looking dumb	Emotion and values	INTERNAL STATE			SIL2003
2894	Yuracare	loose	botek	botek	b o t e k	Physical characteristics	yura1255	226					loose	Basic actions and technology	VISUAL			vanGijn2006
1236	Saramaccan	loud thundering noise	gbalalalaa	gbalalalaa	gb a l a l a l aː		sara1340	LINK			ruido fuerte de trueno		thunder	The physical world	AUDITORY			SIL2003
1237	Saramaccan	loud thundering noise	gbalam	gbalam	gb a l a m		sara1340	LINK			ruido fuerte de trueno		thunder	The physical world	AUDITORY			SIL2003
1249	Saramaccan	lukewarm	gbölö	gbölö	gb ɔ l ɔ		sara1340	LINK			tibio		lukewarm	Sense perception	TACTILE			SIL2003
1242	Saramaccan	lying on ground	gbëlëlëë	gbëlëlëë	gb ɛ l ɛ l ɛː		sara1340	LINK			yacer echado en el suelo		lying on ground	Spatial relations	VISUAL			SIL2003
2558	Wari	make a fire	caraho'	caraho'	k a ɾ a h o ʔ	Sound of action	wari1268	416					make a fire	Basic actions and technology	VISUAL, AUDITORY			Everett1997
2639	Wari	make garden (chop trees down)	tota	tota	t o t a	Sound of action	wari1268	419					chop trees down	Agriculture and vegetation	AUDITORY			Everett1997
657	Huambisa	making somenthing disappear quickly	pɨ́ɨh	pɨ́ɨh	p ɨ́ ɨ h	Semantic field: Actions/Movements	huam1247	418			hacer que algo desaparezca rápidamente		disappear	Basic actions and technology	?			Peña2015
1255	Saramaccan	many	gidjii	gidjii	g i dʒ iː		sara1340	LINK			muchos		many	Quantity	VISUAL			SIL2003
158	AsheninkaPerene	many objects simultaneously falling	patari	patari	p a t a ɾ i	Falling	ashe1272	664	y		caída de muchos objetos simultáneamente		many objects falling	Motion, Quantity	AUDITORY, VISUAL			Mihas2015
214	AsheninkaPerene	many people talking	añe	añe	a ɲ e	Human body functions and human activities	ashe1272	666	y		muchas personas hablando		many people talking	Speech and language, Quantity	AUDITORY			Mihas2015
249	AsheninkaPerene	many people talking	viro	viro	w i ɾ o	Human body functions and human activities	ashe1272	666	y		muchas personas hablando		many people talking	Speech and language, Quantity	AUDITORY			Mihas2015
2736	Wari	medicine given by drops	xipa	xipa	tʃ i p a	Sonido de animal u objeto	wari1268	422	y				medicine given by drops	Basic actions and technology	AUDITORY			Everett1997
1507	Tsafiki	medium (1-3 inches in diameter) stick snapping	de	de	d e		colo1256	186			romperse un palo mediano (1-3 pulgadas de diámetro)		stick snapping	Basic actions and technology	AUDITORY			Dickinson2002
218	AsheninkaPerene	men laughing	je-jeee	je-jeee	h e + h eː	Human body functions and human activities	ashe1272	666			hombres riendo		men laughing	Emotion and values	AUDITORY			Mihas2015
1216	Saramaccan	messy	fanjaan	fanjaan	f a ɲ aː n		sara1340	LINK			desordenado/desarreglado		messy	Sense perception	VISUAL			SIL2003
2928	Wayana	metal banging	tin	tin	t i n	Onomatopoeic	waya1269	189	y				metal banging	Basic actions and technology	AUDITORY			Tavares2005
12	Shiwiar	mist	hujuí	hujuí	h u j u í		achu1248	41			neblina		mist	The physical world	VISUAL			Kohlberger2020
1345	SouthernNambikuara	monkey	ka³to¹su²	ka³to¹su²	k a ³ t o ¹ s u ²	Nombres de animales u objetos basados en el sonido que hacen.	sout2994	77			mono		monkey	Animals	AUDITORY			Kroeker2001
2931	Wayana	monkey cry	iii	iii	iː	Onomatopoeic	waya1269	189					monkey cry	Animals	AUDITORY			Tavares2005
2690	Wari	monkey species	xeo	xeo	tʃ e o	Sonido de animal u objeto	wari1268	420					monkey species	Animals	AUDITORY			Everett1997
2733	Wari	monkey species	woro	woro	w o ɾ o	Sonido de animal u objeto	wari1268	421	y				monkey species	Animals	AUDITORY			Everett1997
2731	Wari	monkey species (guariba)	werem	werem	w e ɾ e m	Sonido de animal u objeto	wari1268	421					monkey species	Animals	AUDITORY			Everett1997
2702	Wari	monkey species (zogue zogue)	'ororo	'ororo	ʔ o ɾ o ɾ o	Sonido de animal u objeto	wari1268	421					monkey species	Animals	AUDITORY			Everett1997
3409	Kapanawa	monkey vocalization	tʃuɾu	tʃuɾu	tʃ u ɾ u		capa1241				vocalización_mono		monkey vocalization	Animals	AUDITORY			
469	Bora	movement of a child in its crib when it does not sleep well	akyéhákye	akyéhákye	a kʲʰ ɛ́ ʔ á kʲʰ ɛ	Transcripción: [àkʲʰɛ́ˀ-ákʲʰɛ̀]	bora1263	323			movimiento de un bebé en su cuna cuando no puede dormir		child in crib	Motion	VISUAL			Thiesen2012
71	Apalai	movement of canoe in shallow water	sororo	sororo	s o ɾ o ɾ o		apal1257	125			movimiento de la canoa en agua poco profunda		canoe in shallow water	Basic actions and technology	VISUAL			Koehn1986
1450	Tsafiki	movement of hummingbird	chun	chun	tʃ ũ	Animal Emissions/movement	colo1256	180			movimiento de colibrí		hummingbird moving	Animals	VISUAL			Dickinson2002
1443	Tsafiki	movement of lightening bug	seki	seki	s e k i	Animal Emissions/movement	colo1256	180			movimiento de luciérnaga		firefly flying	Animals	VISUAL			Dickinson2002
2353	PastazaQuechua	movement of sparks of fire swirling through air	tsaglin	tsaglin	ts a g ɫ i n		nort2973	LINK	y				sparks of fire	The physical world	VISUAL			Nuckolls2025
250	AsheninkaPerene	movement of water in a gourd or bottle when it is carried on the back	chako	chako	tʃ a k o	Other actions	ashe1272	667	y		movimiento del agua en una calabaza o botella cuando se la lleva en la espalda		water in container	Food and drink	AUDITORY			Mihas2015
695	Hup	movement upwards or upstream	wídí	wídí	w í d í		hupd1244	721	y		movimiento hacia arriba o río arriba		movement upwards	Motion	VISUAL			Epps2008
222	AsheninkaPerene	moving a canoe with a paddle	koma	koma	k o m a	Human body functions and human activities	ashe1272	666	y		mover una canoa con un remo		moving a canoe with a paddle	Basic actions and technology	VISUAL			Mihas2015
3	Shiwiar	moving around in circles or rotating	pɨ́ɨr	pɨ́ɨr	p ɨ́ ɨ ɾ		achu1248	161			moverse en círculos o girar		moving in circles	Motion	VISUAL			Kohlberger2020
143	AsheninkaPerene	moving in a curved trajectory, e.g., a snake, a river	terempiri	terempiri	t e ɾ e m p i ɾ i	Movement	ashe1272	664	y		moverse siguiendo un trayecto curvo, p. ej., una serpiente, un río		move in a curve	Motion	VISUAL			Mihas2015
130	AsheninkaPerene	moving in a single straight line, e.g., the flight of a meteor	sakiri	sakiri	s a k i ɾ i	Movement	ashe1272	663	y		moverse en línea recta, p. ej., el vuelo de un meteorito		straight movement	Motion	VISUAL			Mihas2015
133	AsheninkaPerene	moving up or down a tree	sherok	sherok	ʃ e ɾ o k	Movement	ashe1272	663	y		subir o bajar a lo largo de un árbol		moving up or down a tree	Motion	VISUAL			Mihas2015
654	Huambisa	moving without stopping in a reduced area	mut͡ʃík	mut͡ʃík	m u tʃ í k	Semantic field: Actions/Movements	huam1247	418			moverse sin detenerse en una área reducida		moving within a reduced area	Motion	VISUAL			Peña2015
132	AsheninkaPerene	moving/walking fast	shek	shek	ʃ e k	Movement	ashe1272	663	y		moverse/caminar rápido		fast	Motion	VISUAL			Mihas2015
134	AsheninkaPerene	moving/walking slowly	sheri	sheri	ʃ e ɾ i	Movement	ashe1272	663	y		moverse/caminar lento		slowly	Motion	VISUAL			Mihas2015
2738	Wari	mud	xom xowa	xom xowa	tʃ o m + tʃ o w a	Sonido de animal u objeto	wari1268	422					mud	The physical world	AUDITORY			Everett1997
75	Apalai	munching	soko	soko	s o k o		apal1257	125	y		masticar		munching	Food and drink, The body	VISUAL, AUDITORY			Koehn1986
463	BarasanaEduria	name of a bird who says "waipaiyo"	waipaiyo	waipaiyo	w a i p a i j o		bara1380	17			nombre de un ave que dice "waipayo"		bird species	Animals	AUDITORY			Jones1991
2925	Yuracare	narrow escape	düüp	düüp	d ɨ ɨ p		yura1255	86					narrow escape	Motion	VISUAL			vanGijn2006
346	Aukan	narrow path	tiloo	tiloo	t i l o o		ndyu1242	696			camino estrecho		narrow path	Motion	VISUAL			Huttar1994
347	Aukan	narrow path	tilii	tilii	t i l i i		ndyu1242	696			camino estrecho		narrow path	Motion	VISUAL			Huttar1994
2696	Wari	natural spring	hoi	hoi	h o i	Sonido de animal u objeto	wari1268	420	y				natural spring	The physical world	AUDITORY			Everett1997
290	Aukan	neat and orderly	félé	félé	f é l é		ndyu1242	694	y		limpio y ordenado		neat, orderly	Sense perception	VISUAL			Huttar1994
943	Karo	nod	məŋ	məŋ	m ə ŋ		karo1305	260			asentir		nod	The body, Motion	VISUAL			Gabas1999
704	Hup	noise of a machete hitting or cutting something	tə́k	tə́k	t ə́ k		hupd1244	723			sonido del machete al golpear o cortar algo		strike with machete	Basic actions and technology	AUDITORY			Epps2008
671	Huambisa	noise of adult man yelling	taɨ́t	taɨ́t	t̪ a ɨ́ t̪	Semantic field: Human or body sounds	huam1247	419	y		ruido de hombres gritando		man yelling	Speech and language	AUDITORY			Peña2015
672	Huambisa	noise of adult men talking	taɨ́tɨt	taɨ́tɨt	t̪ a ɨ́ t̪ ɨ t̪	Semantic field: Human or body sounds	huam1247	419	y		ruido de hombre hablando		man talking	Speech and language	AUDITORY			Peña2015
902	Karo	noise of eating	cagam	cagam	c a g a m		karo1305	259			ruido al comer		eating	Food and drink	AUDITORY			Gabas1999
701	Hup	noise of falling into water	tapúh	tapúh	t a p ú h		hupd1244	722			sonido al caer al agua		fall into water	Motion	AUDITORY			Epps2008
2944	Wayana	noise of something moving in the bushes	hee	hee	h eː	Less onomatopoeic	waya1269	189					moving in the bushes	Agriculture and vegetation, Motion	AUDITORY			Tavares2005
670	Huambisa	noise of women or children talking	kunt͡ʃiá	kunt͡ʃiá	k u n tʃ i á	Semantic field: Human or body sounds	huam1247	419	y		ruido de mujeres o niños hablando		woman or child talking	Speech and language	AUDITORY			Peña2015
1159	Parecis	noises for scattering	zũũ	zũũ	θ ũ ũ	Marcado como non-conventionalized.	pare1272	148			sonidos de dispersar [en el ejemplo, frijoles]		scattering	Motion	VISUAL			Brandão2014
502	Caquinte	non-stop rain	jiri	jiri	h i ɾ i		caqu1242	210	y		lluvia que no para		rain	The physical world	AUDITORY, VISUAL			OHagan2020
5	Shiwiar	nothing	ajá	ajá	a j á		achu1248	162			nada		nothing	Sense perception	?			Kohlberger2020
2665	Wari	nurse (baby), have hiccups	xoc	xoc	tʃ o k	Sound of action	wari1268	419					baby nursing, hiccups	The body	VISUAL, AUDITORY			Everett1997
681	Huambisa	object falling into the fire	parát	parát	p a ɾ á t̪	Semantic field: Sounds of objects being manipulated, breaking, colliding	huam1247	419			objeto cayendo en el fuego		falling into fire	Motion	VISUAL, AUDITORY			Peña2015
2275	PastazaQuechua	of a spotted or blotchy pattern	muru	muru	m u ɾ u		nort2973	LINK					spotted	Sense perception	VISUAL			Nuckolls2025
